产品分类,产品名称,被抽样企业名称,通报单位,抽检结果,通报时间,通报文号,规格,商标,生产企业名称,生产企业地址,被抽样企业名称,被抽样企业地址,通报单位,生产省份,通报时间,不合格原因,检测结果,标准/法规限值,措施,判定结果,备注,伙伴网链接,抽检层级,网站
调味品-->酱油,群生美隆昌酱油 酿造酱油,隆昌县群生酱菜厂,原国家食药总局,合格,2015-02-16,,440mL/瓶,,四川省隆昌县群生酱菜厂,四川省内江市隆昌县响石镇牌坊街55号,隆昌县群生酱菜厂,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502566
调味品-->酱油,美乐黄豆酱油（酿造酱油）,四川省远达集团富顺县美乐食品有限公司,原国家食药总局,合格,2015-02-16,,800mL/瓶,,四川省远达集团富顺县美乐食品有限公司,四川省自贡市富顺县东湖镇卷坝,四川省远达集团富顺县美乐食品有限公司,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502536
调味品-->酱油,鲜味酱油（酿造酱油）,成都市人人乐商业有限公司双楠购物广场,原国家食药总局,合格,2015-02-16,,400ml/袋,,成都扬名食品有限公司,成都市温江区永盛镇红星南街29号,成都市人人乐商业有限公司双楠购物广场,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502506
调味品-->酱油,千禾高鲜1.35特级生抽酱油,厦门家乐福商业有限公司,原国家食药总局,合格,2015-02-16,,500毫升/瓶,,千禾味业食品股份有限公司,四川省眉山市东坡区城南岷家渡,厦门家乐福商业有限公司,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502514
调味品-->酱油,一级酱油（酿造酱油）,成都市人人乐商业有限公司双楠购物广场,原国家食药总局,合格,2015-02-16,,800毫升/瓶,,成都国酿食品股份有限公司,成都市新都区新繁镇新繁大道8号,成都市人人乐商业有限公司双楠购物广场,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502502
调味品-->酱油,口蘑酱油（酿造酱油）,四川洪州调味品有限公司,原国家食药总局,合格,2015-02-16,,468ml/瓶（高盐稀态 餐桌型）,,四川洪州调味品有限公司,射洪县太和镇涪江三桥西头,四川洪州调味品有限公司,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502487
调味品-->酱油,珍鲜生抽（酿造酱油）,成都家乐福超市有限公司府青路店,原国家食药总局,合格,2015-02-16,,1.8L/瓶,,成都扬名食品有限公司,成都市温江区永盛镇红星南街29号,成都家乐福超市有限公司府青路店,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502503
调味品-->酱油,黄豆酱油,资阳市长城物资有限责任公司,原国家食药总局,合格,2015-02-16,,400ml/袋,,四川临江寺味业有限公司,四川省资阳市雁江区周祠区下河坝小区,资阳市长城物资有限责任公司,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502504
调味品-->酱油,老派黄豆酱油（酿造酱油）,四川洪州调味品有限公司,原国家食药总局,合格,2015-02-16,,688ml/瓶（高盐稀态 餐桌型）,,四川洪州调味品有限公司,射洪县太和镇涪江三桥西头,四川洪州调味品有限公司,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502486
调味品-->酱油,千禾头道原香180天特级1.0生抽,沃尔玛（四川）百货有限公司广汉福州路分店,原国家食药总局,合格,2015-02-16,,500ml/瓶,,千禾味业食品股份有限公司,四川省眉山市东坡区城南岷家渡,沃尔玛（四川）百货有限公司广汉福州路分店,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502459
调味品-->酱油,特级酱油,成都好家乡超市有限公司,原国家食药总局,合格,2015-02-16,,500毫升/瓶,,四川保宁醋有限公司,阆中市公园路63号,成都好家乡超市有限公司,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502473
调味品-->酱油,珍鲜生抽,成都好家乡超市有限公司,原国家食药总局,合格,2015-02-16,,500毫升/瓶,,四川保宁醋有限公司,阆中市公园路63号,成都好家乡超市有限公司,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502474
调味品-->酱油,生抽酱油（酿造酱油）,广安市天登食品有限公司,原国家食药总局,合格,2015-02-16,,500ml/瓶（烹调，高盐稀态）,,广安市天登食品有限公司,岳池县工业经济开发园区,广安市天登食品有限公司,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502483
调味品-->酱油,精酿酱油（酿造酱油）,德阳市区广大粮油副食经营部,原国家食药总局,合格,2015-02-16,,450ml/瓶,,德阳市德阳牌酱油酿造有限公司,四川省德阳市华山北路355号,德阳市区广大粮油副食经营部,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502422
调味品-->酱油,榨菜酱油,乐天玛特（重庆）商业有限公司南门山店,原国家食药总局,合格,2015-02-16,,800mL/瓶,,重庆市鱼泉榨菜（集团）有限公司龙沙分厂,重庆市万州区龙沙镇一环路,乐天玛特（重庆）商业有限公司南门山店,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502399
调味品-->酱油,酱香酱油,四川百佳超级市场有限公司富临分店,原国家食药总局,合格,2015-02-16,,400mL/包,,四川清香园调味品股份有限公司,四川省江油市德胜南路208号,四川百佳超级市场有限公司富临分店,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502434
调味品-->酱油,天登酱油（酿造酱油）,广安市天登食品有限公司,原国家食药总局,合格,2015-02-16,,480ml/瓶（烹调，高盐稀态）,,广安市天登食品有限公司,岳池县工业经济开发园区,广安市天登食品有限公司,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502484
调味品-->酱油,一级生抽（酿造酱油）,四川华润万家生活超市有限公司锦江翡翠城店,原国家食药总局,合格,2015-02-16,,800ml/瓶,,成都国酿食品股份有限公司,成都市新都区新繁镇新繁大道8号,四川华润万家生活超市有限公司锦江翡翠城店,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502456
调味品-->酱油,榨菜酱油,乐天玛特（重庆）商业有限公司南门山店,原国家食药总局,合格,2015-02-16,,800mL/瓶,,重庆市涪陵榨菜酱油有限公司,重庆市涪陵区李渡镇红庙三社,乐天玛特（重庆）商业有限公司南门山店,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502401
调味品-->酱油,黑鲜王酱油,重庆百货大楼股份有限公司乐山商场,原国家食药总局,合格,2015-02-16,,500ml/瓶,,成都国酿食品股份有限公司,成都市新都区新繁镇新繁大道8号,重庆百货大楼股份有限公司乐山商场,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502433
调味品-->酱油,黄豆酱油,重庆市万州区天城桃园酿造厂,原国家食药总局,合格,2015-02-16,,350ml/袋,,重庆市万州区天城桃园酿造厂,重庆市万州区钟鼓楼办事处桃园小区,重庆市万州区天城桃园酿造厂,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502293
调味品-->酱油,酿造酱油,重庆市万州区浪香格食品有限责任公司,原国家食药总局,合格,2015-02-16,,350ml/袋,,重庆市万州区浪香格食品有限责任公司,重庆市万州区双河口街道边家8组,重庆市万州区浪香格食品有限责任公司,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502295
调味品-->酱油,窝油酱油（酿造酱油）,四川华润万家生活超市有限公司锦江翡翠城店,原国家食药总局,合格,2015-02-16,,400ml/袋,,成都国酿食品股份有限公司,成都市新都区新繁镇新繁大道8号,四川华润万家生活超市有限公司锦江翡翠城店,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502458
调味品-->酱油,千禾特级酱油,四川华润万家生活超市有限公司锦江翡翠城店,原国家食药总局,合格,2015-02-16,,400ml/袋,,千禾味业食品股份有限公司,四川省眉山市东坡区城南岷家渡,四川华润万家生活超市有限公司锦江翡翠城店,,原国家食药总局,,2015-02-16,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=502457
调味品-->酱油,生抽王酿造酱油,昆明市官渡区洪阳副食品经营部,原国家食药总局,不合格,2015-02-27,,800ml/瓶,高之酿,昆明市经开区阿拉悟华老作坊调味品厂,昆明市经开区阿拉乡小石坝162号（原煤站）,昆明市官渡区洪阳副食品经营部,昆明市官渡区骏骐粮油副食批发市场B区14-10号,原国家食药总局,,2015-02-27,氨基酸态氮,0.07g/100mL,,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77165
调味品-->酱油,黄豆酱油（酿造酱油）,和硕县大众酱油醋酿造厂,原国家食药总局,不合格,2015-02-27,,310ml/袋,巧婆,和硕县大众酱油醋酿造厂,和硕县塔哈其乡开发区,和硕县大众酱油醋酿造厂,塔哈其乡开发区,原国家食药总局,,2015-02-27,氨基酸态氮,0.06g/100mL,≥0.4g/100mL,,不合格,低盐固态 烹调,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77161
调味品-->酱油,黄豆酱油酿造酱油,三台县宏斌酿造食品厂,原国家食药总局,不合格,2015-02-27,,400mL/袋,美时江,三台县宏斌酿造食品厂,三台县刘营镇正街59号,三台县宏斌酿造食品厂,三台县刘营镇正街59号,原国家食药总局,,2015-02-27,苯甲酸,1.47g/kg,≤1.0g/kg,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77155
调味品-->酱油,青岛酱油,临沂顺发百货有限责任公司,原国家食药总局,不合格,2015-02-27,,300mL/袋,萃岛,青岛吉利食品厂,青岛市平度张戈庄工业园,临沂顺发百货有限责任公司,兰山区沂蒙路203-1号,原国家食药总局,,2015-02-27,氨基酸态氮,0.24g/100mL,≥0.4g/100mL,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77143
调味品-->酱油,老抽王酿造酱油,昆明市官渡区洪阳副食品经营部,原国家食药总局,不合格,2015-02-27,,800ml/瓶,高之酿,昆明市经开区阿拉悟华老作坊调味品厂,昆明市经开区阿拉乡小石坝162号（原煤站）,昆明市官渡区洪阳副食品经营部,昆明市官渡区骏骐粮油副食批发市场B区14-10号,原国家食药总局,,2015-02-27,大肠杆菌,90MPN/100ml,≤30MPN/100ml,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77163
调味品-->酱油,沂州酱油,/,原国家食药总局,不合格,2015-02-27,,490mL/瓶,惟一斋,临沂惟一斋酱园,临沂市高新区俄黄路南段路东,/,河东区九曲店农贸市场,原国家食药总局,,2015-02-27,苯甲酸,1.4g/kg,≤1.0g/kg,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77144
调味品-->酱油,黄豆酱油酿造酱油,三台县宏斌酿造食品厂,原国家食药总局,不合格,2015-02-27,,400mL/袋,美时江,三台县宏斌酿造食品厂,三台县刘营镇正街59号,三台县宏斌酿造食品厂,三台县刘营镇正街59号,原国家食药总局,,2015-02-27,氨基酸态氮,0.015g/100mL,,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77154
调味品-->酱油,老抽王酿造酱油,昆明市官渡区洪阳副食品经营部,原国家食药总局,不合格,2015-02-27,,800ml/瓶,高之酿,昆明市经开区阿拉悟华老作坊调味品厂,昆明市经开区阿拉乡小石坝162号（原煤站）,昆明市官渡区洪阳副食品经营部,昆明市官渡区骏骐粮油副食批发市场B区14-10号,原国家食药总局,,2015-02-27,氨基酸态氮,0.07g/100mL,≥0.4g/100mL,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77162
调味品-->酱油,黄豆酿造酱油,昆明市官渡区洪阳副食品经营部,原国家食药总局,不合格,2015-02-27,,800ml/瓶,高之酿,昆明市经开区阿拉悟华老作坊调味品厂,昆明市经开区阿拉乡小石坝162号（原煤站）,昆明市官渡区洪阳副食品经营部,昆明市官渡区骏骐粮油副食批发市场B区14-10号,原国家食药总局,,2015-02-27,氨基酸态氮,0.07g/100mL,,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77164
调味品-->酱油,黄豆酱油,临沂批发城华东干果市场林清岩调味品批发部,原国家食药总局,不合格,2015-02-27,,800mL/瓶,古郯,郯城净龙酿造有限公司,山东省临沂市郯城县红花镇驻地,临沂批发城华东干果市场林清岩调味品批发部,华东干果市场4号楼8号,原国家食药总局,,2015-02-27,苯甲酸,1.8g/kg,≤1.0g/kg,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77135
调味品-->酱油,红烧酱油,临沂批发城华东干果市场林清岩调味品批发部,原国家食药总局,不合格,2015-02-27,,800mL/瓶,古郯,临沂市净龙酿造有限公司,临沂郯城红花工业园区,临沂批发城华东干果市场林清岩调味品批发部,华东干果市场4号楼8号,原国家食药总局,,2015-02-27,氨基酸态氮,0.26g/100mL,≥0.4g/100mL,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77136
调味品-->酱油,红烧酱油,临沂批发城华东干果市场林清岩调味品批发部,原国家食药总局,不合格,2015-02-27,,800mL/瓶,古郯,临沂市净龙酿造有限公司,临沂郯城红花工业园区,临沂批发城华东干果市场林清岩调味品批发部,华东干果市场4号楼8号,原国家食药总局,,2015-02-27,苯甲酸,1.8g/kg,≤1.0g/kg,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77137
调味品-->酱油,好味鲜黄豆老抽,/,原国家食药总局,不合格,2015-02-27,,800mL/瓶,御财,梁山县恒隆调味食品有限公司,山东济宁梁山县杨营镇德商公路郓梁交界处,/,华东干果塑料市场4号楼13号,原国家食药总局,,2015-02-27,氨基酸态氮,0.02g/100mL,≥0.4g/100mL,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77138
调味品-->酱油,红烧酱油,临沂批发城崔二建干货商行,原国家食药总局,不合格,2015-02-27,,800mL/瓶,/,菏泽市牡丹区沙土镇星奉酿造厂,山东菏泽市牡丹沙土镇,临沂批发城崔二建干货商行,兰山区聚财农副产品市场21-23号,原国家食药总局,,2015-02-27,氨基酸态氮,未检出g/100mL,≥0.4g/100mL,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77141
调味品-->酱油,梓山酿造酱油,于都绿之源商行,原国家食药总局,不合格,2015-02-27,,1500mL/盒,梓山,江西于都梓山贡品酱货厂,赣州市于都县梓山镇山圩112号,于都绿之源商行,于都县贡江镇红军大道,原国家食药总局,,2015-02-27,氨基酸态氮,0.6g/100mL,,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77125
调味品-->酱油,酿造酱油,/,原国家食药总局,不合格,2015-02-27,,800mL/瓶, 玉馨園,济宁市汇香源食品有限公司,邹城市郭里镇独山村东,/,华东干果塑料市场4号楼13号,原国家食药总局,,2015-02-27,苯甲酸,1.4g/kg,≤1.0g/kg,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77140
调味品-->酱油,酿造酱油,/,原国家食药总局,不合格,2015-02-27,,800mL/瓶, 玉馨園,济宁市汇香源食品有限公司,邹城市郭里镇独山村东,/,华东干果塑料市场4号楼13号,原国家食药总局,,2015-02-27,氨基酸态氮,0.05g/100mL,,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77139
调味品-->酱油,红烧酱油,临沂批发城崔二建干货商行,原国家食药总局,不合格,2015-02-27,,800mL/瓶,/,菏泽市牡丹区沙土镇星奉酿造厂,山东菏泽市牡丹沙土镇,临沂批发城崔二建干货商行,兰山区聚财农副产品市场21-23号,原国家食药总局,,2015-02-27,苯甲酸,2.8g/kg,≤1.0g/kg,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77142
调味品-->酱油,特味司上等老抽酿造酱油,伍晓英,原国家食药总局,不合格,2015-02-27,,800mL/瓶,特味司,赣州开发区金豆食品厂,赣州开发区湖边镇西湖山,伍晓英,江西省赣州市赣县,原国家食药总局,,2015-02-27,氨基酸态氮,0.12g/100mL,,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77126
调味品-->酱油,黄豆酱油,临沂批发城华东干果市场林清岩调味品批发部,原国家食药总局,不合格,2015-02-27,,800mL/瓶,古郯,郯城净龙酿造有限公司,山东省临沂市郯城县红花镇驻地,临沂批发城华东干果市场林清岩调味品批发部,华东干果市场4号楼8号,原国家食药总局,,2015-02-27,氨基酸态氮,0.26g/100mL,≥0.4g/100mL,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77134
调味品-->酱油,黑大豆酱油,松原市松滨老醋有限责任公司,原国家食药总局,不合格,2015-02-27,,380mL/瓶,图形商标,松原市松滨老醋有限责任公司,吉林省松原市宁江区新城东路2600号,松原市松滨老醋有限责任公司,吉林省松原市宁江区新城东路2600号,原国家食药总局,,2015-02-27,氨基酸态氮,0.26g/100mL,≥0.4g/100mL,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77123
调味品-->酱油,黄豆酱油（酿造酱油）,敦化市于仕万客隆超市,原国家食药总局,不合格,2015-02-27,,1L/瓶,德兴,延边德兴酿造食品有限公司,吉林省汪清县金城街德兴路1号,敦化市于仕万客隆超市,吉林省敦化市民主街商贸城二楼,原国家食药总局,,2015-02-27,铵盐,0.435,铵盐的含量不得超过氨基酸态氮含量的30%%,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77115
调味品-->酱油,黄豆酱油（酿造酱油）,敦化市百货大楼有限责任公司,原国家食药总局,不合格,2015-02-27,,350mL/袋,奈奇,吉林省桦甸市奈奇食品有限公司,吉林桦甸经济开发区,敦化市百货大楼有限责任公司,吉林省敦化市渤海街工农路,原国家食药总局,,2015-02-27,氨基酸态氮,0.079g/100mL,,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77116
调味品-->酱油,红烧老抽,河南安心食品有限公司,原国家食药总局,不合格,2015-02-27,,800ml/瓶,安香欣,河南安心食品有限公司,中国河南省长垣县蒲北工业区,河南安心食品有限公司,长垣县蒲北工业区,原国家食药总局,,2015-02-27,苯甲酸,2g/kg,≤1.0g/kg,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77111
调味品-->酱油,红烧老抽,河南安心食品有限公司,原国家食药总局,不合格,2015-02-27,,800ml/瓶,安香欣,河南安心食品有限公司,中国河南省长垣县蒲北工业区,河南安心食品有限公司,长垣县蒲北工业区,原国家食药总局,,2015-02-27,氨基酸态氮,0.1g/100mL,≥0.4g/100mL,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77110
调味品-->酱油,红烧老抽,河南安心食品有限公司,原国家食药总局,不合格,2015-02-27,,800ml/瓶,安香欣,河南安心食品有限公司,中国河南省长垣县蒲北工业区,河南安心食品有限公司,长垣县蒲北工业区,原国家食药总局,,2015-02-27,苯甲酸,2g/kg,≤1.0g/kg,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77113
调味品-->酱油,梓山酱油,于都绿之源商行,原国家食药总局,不合格,2015-02-27,,1500mL/盒,梓山,江西于都梓山贡品酱货厂,赣州市于都县梓山镇山圩112号,于都绿之源商行,于都县贡江镇红军大道,原国家食药总局,,2015-02-27,氨基酸态氮,0.23g/100mL,≥0.4g/100mL,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77124
调味品-->酱油,红烧老抽,河南安心食品有限公司,原国家食药总局,不合格,2015-02-27,,800ml/瓶,安香欣,河南安心食品有限公司,中国河南省长垣县蒲北工业区,河南安心食品有限公司,长垣县蒲北工业区,原国家食药总局,,2015-02-27,氨基酸态氮,0.09g/100mL,≥0.4g/100mL,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77112
调味品-->酱油,图们酱油,延边昊坤豆制品有限公司,原国家食药总局,不合格,2015-02-27,,320g/袋,好望角福牌,延边昊坤豆制品有限公司,吉林省图们市凉水镇河西村,延边昊坤豆制品有限公司,吉林省图们市凉水镇河西村,原国家食药总局,,2015-02-27,氨基酸态氮,0.3g/100mL,≥0.4g/100mL,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77119
调味品-->酱油,精庄味极生抽王,汕头市金平区恒晟商贸有限公司珠合分公司,原国家食药总局,不合格,2015-02-27,,800ml/瓶,图形,开平市味香皇食品厂,广东省开平市振华高新科技开发区,汕头市金平区恒晟商贸有限公司珠合分公司,汕头市龙湖区衡山路珠合综合市场东南角首层,原国家食药总局,,2015-02-27,氨基酸态氮,0.22g/100mL,≥0.4g/100mL,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77093
调味品-->酱油,味极鲜,梅州市梅江区洪老三副食品经营部,原国家食药总局,不合格,2015-02-27,,760mL/瓶,華喜天,开平市华洪酱油食品有限公司,广东省开平市三埠区勒冲开发区,梅州市梅江区洪老三副食品经营部,梅州市梅江区新绿批发市场,原国家食药总局,,2015-02-27,氨基酸态氮,0.61g/100mL,≥0.4g/100mL,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77098
调味品-->酱油,豆海酱油,延吉百货大楼股份有限公司汪清家电,原国家食药总局,不合格,2015-02-27,,350/袋,/,延吉市南山豆业有限公司,延吉市小营镇工化四队,延吉百货大楼股份有限公司汪清家电,吉林省延边市汪清县汪清镇大川街东111-16号,原国家食药总局,,2015-02-27,氨基酸态氮,0.32g/100mL,≥0.4g/100mL,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77120
调味品-->酱油,草菇老抽（酿造酱油）,合肥悦家商业有限公司淮南家乐福时代广场店,原国家食药总局,不合格,2015-02-27,,500ml/瓶,味甲天,安徽味甲天食品酿造有限公司,庐江县泥河镇海神大道1号,合肥悦家商业有限公司淮南家乐福时代广场店,安徽省淮南市朝阳中路,原国家食药总局,,2015-02-27,菌落总数（限餐桌酱油）,65000CFU/mL,≤30000CFU/mL,,不合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=77088
调味品-->酱油,海天酱油老抽王,绥中县聚富商城鑫鑫贸易商行,原国家食药总局,合格,2015-03-26,,800ml/瓶,,佛山市海天调味食品有限公司,广东省佛山市高明区沧江工业园区东园,绥中县聚富商城鑫鑫贸易商行,,原国家食药总局,,2015-03-26,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=524817
调味品-->酱油,味珍酱油,河北美食林商贸集团有限公司长安购物广场,原国家食药总局,合格,2015-03-26,,350mL/袋,,邯郸市酿造总厂,邯郸市人民西路31号,河北美食林商贸集团有限公司长安购物广场,,原国家食药总局,,2015-03-26,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=524691
调味品-->酱油,鲜味鲜生抽酱油,绥中县绥中镇志强食杂商店,原国家食药总局,合格,2015-03-26,,500ml/ml,,郑州加加味业有限公司,新郑市梨河镇107国道西侧,绥中县绥中镇志强食杂商店,,原国家食药总局,,2015-03-26,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=524818
调味品-->酱油,老抽酱油,大商集团（锦州）锦华商场有限公司,原国家食药总局,合格,2015-03-26,,350ml/瓶,,佛山市（海天）高明调味食品有限公司,广东省佛山市高明区沧江工业园东园,大商集团（锦州）锦华商场有限公司,,原国家食药总局,,2015-03-26,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=524813
调味品-->酱油,东古酱油一品鲜,绥中县聚富商城老李综合商店,原国家食药总局,合格,2015-03-26,,500ml/瓶,,鹤山市东古调味食品有限公司,广东省鹤山市古劳镇麦水工业区,绥中县聚富商城老李综合商店,,原国家食药总局,,2015-03-26,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=524814
调味品-->酱油,生抽酱油,绥中县聚富商城华权副食批发部,原国家食药总局,合格,2015-03-26,,800ML/瓶,,北京京酿调味品有限公司,北京大兴区安定工业开发区北区8号,绥中县聚富商城华权副食批发部,,原国家食药总局,,2015-03-26,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=524815
调味品-->酱油,海天酱油鲜味生抽,绥中县聚富商城鑫鑫贸易商行,原国家食药总局,合格,2015-03-26,,800ML/瓶,,佛山市海天调味食品有限公司,广东省佛山市高明区沧江工业园区,绥中县聚富商城鑫鑫贸易商行,,原国家食药总局,,2015-03-26,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=524816
调味品-->酱油,红烧酱油,绥中县绥中镇志强食杂商店,原国家食药总局,合格,2015-03-26,,500ML/瓶,,郑州加加味业有限公司,新郑市梨河镇107国道西侧,绥中县绥中镇志强食杂商店,,原国家食药总局,,2015-03-26,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=524819
调味品-->酱油,珍极酱油,沧州市华北商厦有限公司解放西路店,原国家食药总局,合格,2015-03-26,,1L/瓶,,统万珍极食品有限公司,石家庄市广安大街34号天利商务大厦,沧州市华北商厦有限公司解放西路店,,原国家食药总局,,2015-03-26,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=524701
调味品-->酱油,笑厨酱油,永宁县新华百盛连锁超市永泰店,原国家食药总局,合格,2015-03-26,,350mL/袋,,新疆笑厨食品有限公司,新疆昌吉市大西渠镇闽昌工业园,永宁县新华百盛连锁超市永泰店,,原国家食药总局,,2015-03-26,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=524723
调味品-->酱油,老抽王酱油,义县万家乐百货超市,原国家食药总局,合格,2015-03-26,,500ml/瓶,,郑州加加味业有限公司,郑州市梨河镇107国道西侧,义县万家乐百货超市,,原国家食药总局,,2015-03-26,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=524809
调味品-->酱油,黄豆酱油,银川市双宝副食品有限公司菜篮子湖畔嘉苑店,原国家食药总局,合格,2015-03-26,,350mL/袋,,统万珍极食品有限公司,河北省石家庄市广安大街34号天利商务大厦,银川市双宝副食品有限公司菜篮子湖畔嘉苑店,,原国家食药总局,,2015-03-26,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=524721
调味品-->酱油,三利黄豆酱油,银川新华百货连锁超市有限公司金凤店,原国家食药总局,合格,2015-03-26,,300mL/袋,,银川三利清真酱醋有限责任公司,宁夏银川市德胜工业园区兴发路,银川新华百货连锁超市有限公司金凤店,,原国家食药总局,,2015-03-26,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=524722
调味品-->酱油,黄豆酱油,永宁县上海百联超市,原国家食药总局,合格,2015-03-26,,350mL,,甘肃平凉天源酿造食品有限公司,甘肃平凉工业园区,永宁县上海百联超市,,原国家食药总局,,2015-03-26,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=524719
调味品-->酱油,酱油王,廊坊物美商业管理有限公司,原国家食药总局,合格,2015-03-26,,500mL/瓶,,廊坊市调料厂,廊坊市光明东道79号,廊坊物美商业管理有限公司,,原国家食药总局,,2015-03-26,,,,,合格,,,国抽,http://db.foodmate.net/choujian/gncj_show.php?id=524697
